name,roll_no,period1,period2,period3,period4,period5,period6,period7,period8
Student_1,CSBS001,Absent,Absent,Absent,Present,Present,Present,Absent,Present
Student_2,CSBS002,Present,Present,Absent,Present,Present,Absent,Present,Absent
Student_3,CSBS003,Present,Absent,Absent,Present,Present,Present,Present,Absent
Student_4,CSBS004,Present,Present,Present,Present,Absent,Present,Absent,Present
Student_5,CSBS005,Present,Absent,Absent,Present,Absent,Present,Present,Present
Student_6,CSBS006,Absent,Present,Present,Absent,Absent,Absent,Absent,Absent
Student_7,CSBS007,Absent,Present,Absent,Absent,Present,Absent,Absent,Absent
Student_8,CSBS008,Absent,Present,Absent,Absent,Present,Present,Present,Present
Student_9,CSBS009,Absent,Absent,Absent,Absent,Present,Absent,Present,Present
Student_10,CSBS010,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
Student_11,CSBS011,Present,Absent,Present,Absent,Present,Present,Absent,Present
Student_12,CSBS012,Absent,Absent,Present,Absent,Present,Present,Present,Present
Student_13,CSBS013,Present,Absent,Present,Present,Present,Present,Absent,Present
Student_14,CSBS014,Present,Absent,Absent,Present,Absent,Present,Absent,Absent
Student_15,CSBS015,Present,Present,Present,Absent,Absent,Absent,Absent,Present
Student_16,CSBS016,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent
Student_17,CSBS017,Present,Absent,Absent,Absent,Present,Absent,Present,Present
Student_18,CSBS018,Present,Present,Absent,Absent,Absent,Present,Absent,Absent
Student_19,CSBS019,Absent,Absent,Absent,Absent,Absent,Present,Present,Absent
Student_20,CSBS020,Present,Absent,Absent,Absent,Absent,Present,Present,Present
Student_21,CSBS021,Present,Absent,Present,Present,Absent,Absent,Present,Present
Student_22,CSBS022,Present,Present,Present,Absent,Present,Absent,Absent,Absent
Student_23,CSBS023,Present,Absent,Absent,Present,Present,Present,Present,Present
Student_24,CSBS024,Present,Present,Absent,Present,Present,Present,Present,Absent
Student_25,CSBS025,Absent,Absent,Present,Present,Present,Absent,Present,Absent
Student_26,CSBS026,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent
Student_27,CSBS027,Absent,Present,Absent,Absent,Present,Present,Absent,Absent
Student_28,CSBS028,Absent,Present,Present,Present,Absent,Present,Present,Absent
Student_29,CSBS029,Absent,Absent,Absent,Absent,Absent,Present,Present,Absent
Student_30,CSBS030,Absent,Present,Absent,Absent,Present,Absent,Absent,Present
Student_31,CSBS031,Present,Present,Absent,Absent,Present,Absent,Present,Present
Student_32,CSBS032,Absent,Present,Present,Absent,Present,Present,Absent,Absent
Student_33,CSBS033,Present,Absent,Absent,Present,Absent,Absent,Present,Present
Student_34,CSBS034,Absent,Present,Absent,Present,Absent,Present,Present,Present
Student_35,CSBS035,Absent,Absent,Present,Present,Present,Present,Absent,Absent
Student_36,CSBS036,Absent,Absent,Absent,Present,Absent,Present,Present,Present
Student_37,CSBS037,Absent,Present,Absent,Present,Absent,Present,Absent,Present
Student_38,CSBS038,Present,Absent,Absent,Present,Absent,Present,Present,Present
Student_39,CSBS039,Absent,Absent,Absent,Present,Present,Absent,Present,Present
Student_40,CSBS040,Present,Present,Absent,Absent,Present,Absent,Present,Present
