name,roll_no,period1,period2,period3,period4,period5,period6,period7,period8
Student_1,CSBS001,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
Student_2,CSBS002,Present,Absent,Present,Absent,Present,Absent,Present,Absent
Student_3,CSBS003,Absent,Present,Absent,Present,Absent,Present,Present,Absent
Student_4,CSBS004,Absent,Present,Present,Present,Present,Present,Present,Present
Student_5,CSBS005,Absent,Absent,Absent,Absent,Absent,Present,Present,Absent
Student_6,CSBS006,Absent,Present,Present,Present,Absent,Present,Present,Absent
Student_7,CSBS007,Present,Absent,Absent,Present,Absent,Absent,Present,Present
Student_8,CSBS008,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent
Student_9,CSBS009,Present,Absent,Present,Present,Absent,Present,Absent,Present
Student_10,CSBS010,Absent,Absent,Present,Present,Absent,Present,Absent,Present
Student_11,CSBS011,Present,Present,Present,Absent,Absent,Present,Present,Present
Student_12,CSBS012,Absent,Present,Absent,Present,Present,Absent,Present,Present
Student_13,CSBS013,Absent,Present,Absent,Present,Present,Absent,Present,Present
Student_14,CSBS014,Absent,Absent,Present,Present,Present,Absent,Absent,Present
Student_15,CSBS015,Absent,Absent,Present,Present,Absent,Present,Present,Absent
Student_16,CSBS016,Present,Present,Present,Absent,Absent,Present,Absent,Absent
Student_17,CSBS017,Absent,Present,Present,Present,Absent,Absent,Present,Absent
Student_18,CSBS018,Absent,Absent,Present,Present,Present,Present,Absent,Absent
Student_19,CSBS019,Absent,Absent,Absent,Present,Absent,Present,Absent,Present
Student_20,CSBS020,Absent,Absent,Present,Absent,Present,Absent,Absent,Present
Student_21,CSBS021,Present,Present,Absent,Present,Present,Present,Absent,Present
Student_22,CSBS022,Absent,Present,Present,Absent,Present,Present,Present,Present
Student_23,CSBS023,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent
Student_24,CSBS024,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent
Student_25,CSBS025,Present,Present,Present,Absent,Present,Absent,Absent,Absent
Student_26,CSBS026,Present,Present,Present,Absent,Present,Present,Absent,Absent
Student_27,CSBS027,Absent,Present,Absent,Present,Absent,Absent,Absent,Present
Student_28,CSBS028,Present,Present,Present,Present,Present,Absent,Absent,Absent
Student_29,CSBS029,Present,Present,Present,Present,Present,Absent,Present,Present
Student_30,CSBS030,Absent,Absent,Absent,Present,Present,Absent,Present,Present
Student_31,CSBS031,Present,Absent,Present,Present,Absent,Absent,Absent,Present
Student_32,CSBS032,Present,Absent,Present,Absent,Present,Absent,Absent,Absent
Student_33,CSBS033,Present,Present,Present,Absent,Present,Present,Absent,Absent
Student_34,CSBS034,Absent,Present,Absent,Present,Absent,Present,Present,Absent
Student_35,CSBS035,Present,Absent,Present,Present,Present,Absent,Absent,Absent
Student_36,CSBS036,Absent,Present,Present,Present,Absent,Present,Absent,Present
Student_37,CSBS037,Present,Absent,Present,Present,Absent,Present,Absent,Present
Student_38,CSBS038,Absent,Absent,Present,Present,Present,Absent,Absent,Absent
Student_39,CSBS039,Absent,Present,Absent,Absent,Absent,Present,Present,Present
Student_40,CSBS040,Present,Absent,Present,Absent,Present,Absent,Absent,Present
