name,roll_no,period1,period2,period3,period4,period5,period6,period7,period8
Student_1,CSBS001,Present,Absent,Present,Present,Present,Absent,Present,Present
Student_2,CSBS002,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Student_3,CSBS003,Present,Absent,Present,Present,Absent,Absent,Absent,Present
Student_4,CSBS004,Present,Absent,Present,Present,Absent,Present,Present,Absent
Student_5,CSBS005,Absent,Present,Present,Absent,Present,Absent,Absent,Present
Student_6,CSBS006,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent
Student_7,CSBS007,Absent,Absent,Present,Absent,Present,Present,Present,Absent
Student_8,CSBS008,Absent,Present,Absent,Present,Absent,Present,Present,Absent
Student_9,CSBS009,Present,Absent,Present,Present,Present,Present,Present,Present
Student_10,CSBS010,Present,Present,Absent,Absent,Present,Absent,Present,Absent
Student_11,CSBS011,Absent,Absent,Present,Absent,Absent,Absent,Present,Present
Student_12,CSBS012,Absent,Present,Present,Present,Absent,Present,Absent,Present
Student_13,CSBS013,Present,Absent,Absent,Present,Absent,Present,Present,Present
Student_14,CSBS014,Absent,Absent,Present,Present,Present,Absent,Absent,Absent
Student_15,CSBS015,Absent,Absent,Absent,Absent,Present,Present,Absent,Present
Student_16,CSBS016,Absent,Present,Present,Present,Absent,Present,Absent,Absent
Student_17,CSBS017,Absent,Absent,Present,Absent,Present,Present,Present,Present
Student_18,CSBS018,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
Student_19,CSBS019,Absent,Absent,Present,Absent,Present,Present,Present,Present
Student_20,CSBS020,Absent,Present,Absent,Present,Absent,Present,Absent,Absent
Student_21,CSBS021,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent
Student_22,CSBS022,Present,Present,Present,Present,Absent,Present,Absent,Present
Student_23,CSBS023,Present,Absent,Present,Present,Present,Absent,Present,Absent
Student_24,CSBS024,Absent,Present,Absent,Present,Absent,Absent,Absent,Present
Student_25,CSBS025,Present,Present,Absent,Absent,Absent,Absent,Present,Present
Student_26,CSBS026,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Student_27,CSBS027,Present,Present,Present,Present,Absent,Present,Absent,Absent
Student_28,CSBS028,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent
Student_29,CSBS029,Absent,Absent,Absent,Absent,Absent,Present,Absent,Present
Student_30,CSBS030,Present,Present,Present,Present,Absent,Absent,Present,Absent
Student_31,CSBS031,Absent,Absent,Present,Present,Absent,Present,Present,Absent
Student_32,CSBS032,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present
Student_33,CSBS033,Present,Absent,Absent,Present,Present,Absent,Absent,Present
Student_34,CSBS034,Absent,Present,Absent,Present,Absent,Absent,Present,Absent
Student_35,CSBS035,Absent,Absent,Present,Present,Present,Present,Absent,Absent
Student_36,CSBS036,Present,Present,Present,Absent,Absent,Absent,Present,Present
Student_37,CSBS037,Present,Present,Present,Present,Absent,Present,Absent,Absent
Student_38,CSBS038,Present,Absent,Present,Present,Absent,Present,Absent,Absent
Student_39,CSBS039,Present,Present,Present,Present,Absent,Present,Absent,Absent
Student_40,CSBS040,Present,Present,Absent,Absent,Absent,Present,Absent,Absent
